row_id,section,page_slug,provider_or_product,source_url,metric_key,metric_label,metric_value_text,value_numeric,value_min,value_max,unit,tier,source_type,verification_date,is_headline,confidence,figure_status,notes
quotezone-car-insurance-review__do-you-get-advice,Car Insurance Deals,quotezone-car-insurance-review,Quotezone.co.uk Car Insurance,https://compare100.com/quotezone-car-insurance-review/,,Do you get advice?,No. “You will not receive advice or a recommendation from us”,,,,,,own_review,2026-08-16,false,high,current,
quotezone-car-insurance-review__fca-firm-reference,Car Insurance Deals,quotezone-car-insurance-review,Quotezone.co.uk Car Insurance,https://compare100.com/quotezone-car-insurance-review/,,FCA firm reference,313860 — insurance intermediary and credit broker,313860,,,,,own_review,2026-08-16,false,high,current,
quotezone-car-insurance-review__headline-saving,Car Insurance Deals,quotezone-car-insurance-review,Quotezone.co.uk Car Insurance,https://compare100.com/quotezone-car-insurance-review/,,Headline saving,£535.17 — but read the section below before relying on it,535.17,,,GBP,,own_review,2026-08-16,false,high,current,
quotezone-car-insurance-review__if-something-goes-wrong,Car Insurance Deals,quotezone-car-insurance-review,Quotezone.co.uk Car Insurance,https://compare100.com/quotezone-car-insurance-review/,,If something goes wrong,"Complain to Seopa, then the Financial Ombudsman Service after 8 weeks",8,,,,,own_review,2026-08-16,false,high,current,
quotezone-car-insurance-review__launched,Car Insurance Deals,quotezone-car-insurance-review,Quotezone.co.uk Car Insurance,https://compare100.com/quotezone-car-insurance-review/,,Launched,"2005, by Greg Wilson",2005,,,,,own_review,2026-08-16,false,high,current,
quotezone-car-insurance-review__operated-by,Car Insurance Deals,quotezone-car-insurance-review,Quotezone.co.uk Car Insurance,https://compare100.com/quotezone-car-insurance-review/,,Operated by,"Seopa Limited, Belfast",,,,,,own_review,2026-08-16,false,high,current,
quotezone-car-insurance-review__what-it-is,Car Insurance Deals,quotezone-car-insurance-review,Quotezone.co.uk Car Insurance,https://compare100.com/quotezone-car-insurance-review/,,What it is,"A comparison and introduction service, not an insurer",,,,,,own_review,2026-08-16,false,high,current,
quotezone-car-insurance-review__whole-of-market,Car Insurance Deals,quotezone-car-insurance-review,Quotezone.co.uk Car Insurance,https://compare100.com/quotezone-car-insurance-review/,,Whole of market?,No — stated plainly in its own disclosure document,,,,,,own_review,2026-08-16,false,high,current,
auto-trader-cars-for-sale__auto-trader-segment-revenue,Cars for Sale,auto-trader-cars-for-sale,Auto Trader Cars for Sale,https://compare100.com/auto-trader-cars-for-sale/,,Auto Trader segment revenue,£296.3m (+5%),,,,,,own_review,2026-08-15,false,high,current,
auto-trader-cars-for-sale__average-revenue-per-retailer-arpr,Cars for Sale,auto-trader-cars-for-sale,Auto Trader Cars for Sale,https://compare100.com/auto-trader-cars-for-sale/,,Average revenue per retailer (ARPR),"£2,994 per month (+£142, +5%)",,,,,,own_review,2026-08-15,false,high,current,
auto-trader-cars-for-sale__basic-eps,Cars for Sale,auto-trader-cars-for-sale,Auto Trader Cars for Sale,https://compare100.com/auto-trader-cars-for-sale/,,Basic EPS,17.26p (+11%),,,,,,own_review,2026-08-15,false,high,current,
auto-trader-cars-for-sale__co-driver-ai,Cars for Sale,auto-trader-cars-for-sale,Auto Trader Cars for Sale,https://compare100.com/auto-trader-cars-for-sale/,,Co-Driver AI,"10,000+ customers; 1 million improved listings",,,,,,own_review,2026-08-15,false,high,current,
auto-trader-cars-for-sale__cost-to-buyers,Cars for Sale,auto-trader-cars-for-sale,Auto Trader Cars for Sale,https://compare100.com/auto-trader-cars-for-sale/,,Cost to buyers,Free to search and enquire,,,,,,own_review,2026-08-15,false,high,current,
auto-trader-cars-for-sale__cross-platform-minutes,Cars for Sale,auto-trader-cars-for-sale,Auto Trader Cars for Sale,https://compare100.com/auto-trader-cars-for-sale/,,Cross-platform minutes,559m per month (flat),559,,,,,own_review,2026-08-15,false,high,current,
auto-trader-cars-for-sale__cross-platform-visits,Cars for Sale,auto-trader-cars-for-sale,Auto Trader Cars for Sale,https://compare100.com/auto-trader-cars-for-sale/,,Cross-platform visits,83.3m per month (+1%),,,,,,own_review,2026-08-15,false,high,current,
auto-trader-cars-for-sale__deal-builder-adoption,Cars for Sale,auto-trader-cars-for-sale,Auto Trader Cars for Sale,https://compare100.com/auto-trader-cars-for-sale/,,Deal Builder adoption,"4,000+ retailers",4000,,,,,own_review,2026-08-15,false,high,current,
auto-trader-cars-for-sale__dealer-rate-card,Cars for Sale,auto-trader-cars-for-sale,Auto Trader Cars for Sale,https://compare100.com/auto-trader-cars-for-sale/,,Dealer rate card,Not published — request current package pricing direct,,,,,,own_review,2026-08-15,false,high,current,
auto-trader-cars-for-sale__group-operating-profit,Cars for Sale,auto-trader-cars-for-sale,Auto Trader Cars for Sale,https://compare100.com/auto-trader-cars-for-sale/,,Group operating profit,£200.1m (+6%),,,,,,own_review,2026-08-15,false,high,current,
auto-trader-cars-for-sale__group-revenue,Cars for Sale,auto-trader-cars-for-sale,Auto Trader Cars for Sale,https://compare100.com/auto-trader-cars-for-sale/,,Group revenue,£317.7m (+5%),,,,,,own_review,2026-08-15,false,high,current,
auto-trader-cars-for-sale__live-car-stock,Cars for Sale,auto-trader-cars-for-sale,Auto Trader Cars for Sale,https://compare100.com/auto-trader-cars-for-sale/,,Live car stock,"457,000 average (H1 FY2026, six months to 30 September 2025)",,,,,,own_review,2026-08-15,false,high,current,
auto-trader-cars-for-sale__retailer-forecourts,Cars for Sale,auto-trader-cars-for-sale,Auto Trader Cars for Sale,https://compare100.com/auto-trader-cars-for-sale/,,Retailer forecourts,"14,080 average (+1%)",,,,,,own_review,2026-08-15,false,high,current,
auto-trader-cars-for-sale__share-of-uk-auto-marketplace-time,Cars for Sale,auto-trader-cars-for-sale,Auto Trader Cars for Sale,https://compare100.com/auto-trader-cars-for-sale/,,Share of UK auto marketplace time,Over 75%,75,,,,,own_review,2026-08-15,false,high,current,
carwow-cars-for-sale__audience,Cars for Sale,carwow-cars-for-sale,Carwow Cars for Sale,https://compare100.com/carwow-cars-for-sale/,,Audience,2.5m monthly Carwow users; Autovia titles reach around 15m car owners a month,,,,,,own_review,2026-08-15,false,high,current,
carwow-cars-for-sale__bidding-dealers,Cars for Sale,carwow-cars-for-sale,Carwow Cars for Sale,https://compare100.com/carwow-cars-for-sale/,,Bidding dealers,"6,000+ (Carwow sell-my-car page); 4,500+ dealer partners stated February 2024",,,,,,own_review,2026-08-15,false,high,current,
carwow-cars-for-sale__collection-and-payment,Cars for Sale,carwow-cars-for-sale,Carwow Cars for Sale,https://compare100.com/carwow-cars-for-sale/,,Collection and payment,Winning dealer collects; same-day payment available,,,,,,own_review,2026-08-15,false,high,current,
carwow-cars-for-sale__cost-to-sell,Cars for Sale,carwow-cars-for-sale,Carwow Cars for Sale,https://compare100.com/carwow-cars-for-sale/,,Cost to sell,"Free — no listing fee, no admin fee, nothing deducted",,,,,,own_review,2026-08-15,false,high,current,
carwow-cars-for-sale__if-it-does-not-sell,Cars for Sale,carwow-cars-for-sale,Carwow Cars for Sale,https://compare100.com/carwow-cars-for-sale/,,If it does not sell,Two-day auction extension offered,,,,,,own_review,2026-08-15,false,high,current,
carwow-cars-for-sale__media-titles-owned,Cars for Sale,carwow-cars-for-sale,Carwow Cars for Sale,https://compare100.com/carwow-cars-for-sale/,,Media titles owned,"Auto Express, Carbuyer, evo, DrivingElectric, Driver Power (Autovia, acquired Feb 2024)",2024,,,,,own_review,2026-08-15,false,high,current,
carwow-cars-for-sale__new-car-share,Cars for Sale,carwow-cars-for-sale,Carwow Cars for Sale,https://compare100.com/carwow-cars-for-sale/,,New car share,Around 1 in 10 privately registered new cars in the UK,,,,,,own_review,2026-08-15,false,high,current,
carwow-cars-for-sale__not-accepted,Cars for Sale,carwow-cars-for-sale,Carwow Cars for Sale,https://compare100.com/carwow-cars-for-sale/,,Not accepted,Insurance write-offs; former service vehicles including ambulances and taxis,,,,,,own_review,2026-08-15,false,high,current,
carwow-cars-for-sale__sales-facilitated,Cars for Sale,carwow-cars-for-sale,Carwow Cars for Sale,https://compare100.com/carwow-cars-for-sale/,,Sales facilitated,"122,000+ used cars worth £1.6bn since 2021",,,,,,own_review,2026-08-15,false,high,current,
carwow-cars-for-sale__speed,Cars for Sale,carwow-cars-for-sale,Carwow Cars for Sale,https://compare100.com/carwow-cars-for-sale/,,Speed,Sale possible in as little as 24 hours,24,,,,,own_review,2026-08-15,false,high,current,
carwow-cars-for-sale__value-age-or-mileage-limits,Cars for Sale,carwow-cars-for-sale,Carwow Cars for Sale,https://compare100.com/carwow-cars-for-sale/,,"Value, age or mileage limits",None stated,,,,,,own_review,2026-08-15,false,high,current,
carwow-cars-for-sale__who-sets-the-reserve,Cars for Sale,carwow-cars-for-sale,Carwow Cars for Sale,https://compare100.com/carwow-cars-for-sale/,,Who sets the reserve,The seller,,,,,,own_review,2026-08-15,false,high,current,
cazoo-cars-for-sale__brand-acquired,Cars for Sale,cazoo-cars-for-sale,Cazoo Cars for Sale,https://compare100.com/cazoo-cars-for-sale/,,Brand acquired,"June 2024, for around £5m, out of administration",,,,,,own_review,2026-08-15,false,high,current,
cazoo-cars-for-sale__brand-awareness,Cars for Sale,cazoo-cars-for-sale,Cazoo Cars for Sale,https://compare100.com/cazoo-cars-for-sale/,,Brand awareness,Around 60% spontaneous among UK used-car buyers,60,,,,,own_review,2026-08-15,false,high,current,
cazoo-cars-for-sale__cost-to-buyers,Cars for Sale,cazoo-cars-for-sale,Cazoo Cars for Sale,https://compare100.com/cazoo-cars-for-sale/,,Cost to buyers,Free to search and enquire; dealer admin fees vary — confirm with the seller,,,,,,own_review,2026-08-15,false,high,current,
cazoo-cars-for-sale__dealer-network,Cars for Sale,cazoo-cars-for-sale,Cazoo Cars for Sale,https://compare100.com/cazoo-cars-for-sale/,,Dealer network,"6,000+ dealers",6000,,,,,own_review,2026-08-15,false,high,current,
cazoo-cars-for-sale__finance-role,Cars for Sale,cazoo-cars-for-sale,Cazoo Cars for Sale,https://compare100.com/cazoo-cars-for-sale/,,Finance role,"Credit broker, not a lender — refers to CarMoney Limited",,,,,,own_review,2026-08-15,false,high,current,
cazoo-cars-for-sale__legal-entity,Cars for Sale,cazoo-cars-for-sale,Cazoo Cars for Sale,https://compare100.com/cazoo-cars-for-sale/,,Legal entity,"Motors.co.uk Limited, trading as Cazoo",,,,,,own_review,2026-08-15,false,high,current,
cazoo-cars-for-sale__listings,Cars for Sale,cazoo-cars-for-sale,Cazoo Cars for Sale,https://compare100.com/cazoo-cars-for-sale/,,Listings,"300,000+ cars listed monthly",300000,,,,,own_review,2026-08-15,false,high,current,
cazoo-cars-for-sale__marketplace-relaunch,Cars for Sale,cazoo-cars-for-sale,Cazoo Cars for Sale,https://compare100.com/cazoo-cars-for-sale/,,Marketplace relaunch,"April 2025 — app first, 250,000+ listings at launch",,,,,,own_review,2026-08-15,false,high,current,
cazoo-cars-for-sale__owner,Cars for Sale,cazoo-cars-for-sale,Cazoo Cars for Sale,https://compare100.com/cazoo-cars-for-sale/,,Owner,O3 Industries / Novum Capital,3,,,,,own_review,2026-08-15,false,high,current,
cazoo-cars-for-sale__what-cazoo-is-now,Cars for Sale,cazoo-cars-for-sale,Cazoo Cars for Sale,https://compare100.com/cazoo-cars-for-sale/,,What Cazoo is now,"Classified marketplace only — it does not own, sell or deliver cars",,,,,,own_review,2026-08-15,false,high,current,
cazoo-cars-for-sale__who-protects-your-purchase,Cars for Sale,cazoo-cars-for-sale,Cazoo Cars for Sale,https://compare100.com/cazoo-cars-for-sale/,,Who protects your purchase,"The selling dealer, under the Consumer Rights Act — not Cazoo",,,,,,own_review,2026-08-15,false,high,current,
motors-co-uk-cars-for-sale__brand-status,Cars for Sale,motors-co-uk-cars-for-sale,Motors.co.uk Cars for Sale,https://compare100.com/motors-co-uk-cars-for-sale/,,Brand status,Retired 27 May 2026 — business now trades solely as Cazoo,,,,,,own_review,2026-08-15,false,high,current,
motors-co-uk-cars-for-sale__buyer-behaviour-stat-behind-the-network,Cars for Sale,motors-co-uk-cars-for-sale,Motors.co.uk Cars for Sale,https://compare100.com/motors-co-uk-cars-for-sale/,,Buyer behaviour stat behind the network,Average car buyer visits 4.2 websites during a search,4.2,,,,,own_review,2026-08-15,false,high,current,
motors-co-uk-cars-for-sale__cazoo-brand-acquired,Cars for Sale,motors-co-uk-cars-for-sale,Motors.co.uk Cars for Sale,https://compare100.com/motors-co-uk-cars-for-sale/,,Cazoo brand acquired,"June 2024, for around £5m, out of administration",,,,,,own_review,2026-08-15,false,high,current,
motors-co-uk-cars-for-sale__dealer-rate-card,Cars for Sale,motors-co-uk-cars-for-sale,Motors.co.uk Cars for Sale,https://compare100.com/motors-co-uk-cars-for-sale/,,Dealer rate card,Not published — request current pricing direct,,,,,,own_review,2026-08-15,false,high,current,
motors-co-uk-cars-for-sale__founded,Cars for Sale,motors-co-uk-cars-for-sale,Motors.co.uk Cars for Sale,https://compare100.com/motors-co-uk-cars-for-sale/,,Founded,"2007, by DMGT",2007,,,,,own_review,2026-08-15,false,high,current,
motors-co-uk-cars-for-sale__legal-entity,Cars for Sale,motors-co-uk-cars-for-sale,Motors.co.uk Cars for Sale,https://compare100.com/motors-co-uk-cars-for-sale/,,Legal entity,"Motors.co.uk Limited, trading as Cazoo",,,,,,own_review,2026-08-15,false,high,current,
motors-co-uk-cars-for-sale__network-sites,Cars for Sale,motors-co-uk-cars-for-sale,Motors.co.uk Cars for Sale,https://compare100.com/motors-co-uk-cars-for-sale/,,Network sites,"MOTORS, eBay, Gumtree, Cazoo, Parkers — one dealer invoice",,,,,,own_review,2026-08-15,false,high,current,
motors-co-uk-cars-for-sale__ownership,Cars for Sale,motors-co-uk-cars-for-sale,Motors.co.uk Cars for Sale,https://compare100.com/motors-co-uk-cars-for-sale/,,Ownership,"O3 Industries / Novum Capital, since 2021",,,,,,own_review,2026-08-15,false,high,current,
